2,803034004	0,059785891	1,374078741	0,00873
1,969022217	0,059903689	0	0
1,403036045	0,059983631	0	0
1,10162297	0,060026203	0	0
0,823644921	0,060065466	0	0
0,649158033	0,060090111	0	0
5,123911636	0,108449763	0	0
3,717109335	0,108812187	0	0
2,87246901	0,109029786	0	0
2,095186414	0,109230032	0	0
1,532003126	0,109375121	0	0
1,249365055	0,109447935	0	0
8,048868128	0,156347499	0	0
5,349111912	0,157357216	0	0
4,215343852	0,157781249	0	0
4,446279417	0,157694878	0	0
2,383659988	0,158466304	0	0
1,880077132	0,158654646	0	0
10,56763285	0,203763613	0	0
7,23776043	0,205396525	0	0
5,680933866	0,206159967	0	0
4,092380355	0,206938966	0	0
3,129846371	0,207410977	0	0
2,474211645	0,207732489	0	0

